Track,Artist,Spotify Streams,Spotify Popularity,Spotify Playlist Count,TikTok Posts,TikTok Likes,TikTok Views,Track Score,All Time Rank
In Your Love,Tyler Childers,86069322,60.0,17650,27450,10266486,101213993,23.9,3305
Poker Face,Lady Gaga,1285242562,77.0,216338,265724,129356785,1231170484,23.9,3302
ýýýýýýýýýý,NLO,7900402,1.0,4782,258850,16582173,215446483,23.8,3338
Stunnin' (feat. Harm Franklin),Curtis Waters,312678365,56.0,67390,1540013,271840657,2130678972,23.8,3320
Privileged Rappers,Drake,167840439,64.0,54445,11619,6189301,52937881,23.8,3330
Umbrella,Rihanna,1535595924,77.0,236327,14079,13327525,123440263,23.8,3340
Candy,Doja Cat,404872050,72.0,55578,3688018,295279928,3235980364,23.8,3323
Enough Is Enough,Post Malone,106740885,66.0,16395,1657,748350,12122087,23.8,3326
Baila Conmigo (with Rauw Alejandro),Selena Gomez,479276199,60.0,61386,97508,25648300,303099826,23.8,3335
Love Me,Lil Wayne,773746724,27.0,52272,61790,18974621,123125094,23.8,3317
Asï¿½ï¿½ Lo Quiso ,Eslabon Armado,173061521,67.0,18616,143900,22419288,239225982,23.8,3327
Moon,Kanye West,300082779,65.0,103366,35728,30439067,259653952,23.8,3329
Notion,The Rare Occasions,597718233,76.0,172980,427031,256949531,1985146213,23.8,3325
Essence (feat. Justin Bieber & Tems),Wizkid,142075177,58.0,43680,71600,3411107,38844483,23.8,3333
Outskirts,Sam Hunt,66067682,65.0,7457,411,219581,2892289,23.8,3334
X,Nicky Jam,981323727,73.0,120261,55663,50590230,371899059,23.8,3319
boyfriend (with Social House),Ariana Grande,809537829,71.0,72598,193998,65714726,449615555,23.8,3324
"10,000 Hours",Dan + Shay,1060667446,15.0,170,1100000,42020635,381934707,23.7,3364
As the World Caves In,Sarah Cothran,285568439,65.0,67189,312854,290498191,1818254854,23.7,3358
Dile a Tu Orgullo (En Vivo),Luis Alfonso Partida El Yaki,94677649,58.0,9726,28439,2397842,39716201,23.7,3362
Lottery (feat. LU KALA),Latto,64851689,57.0,10684,56800,9759230,127114832,23.7,3351
Sunshine,Tyga,85785871,60.0,28868,813,171609,2095787,23.7,3363
Si Tu Novio Te Deja Sola,J Balvin,426104353,68.0,47827,7160,2166168,19811260,23.7,3347
SHAKE SUMN,DaBaby,70418045,60.0,19968,292327,95802273,767711351,23.7,3343
Chained To The Rhythm,Katy Perry,571538542,64.0,59626,25893,15112958,68206300,23.7,3354
Afterglow,Ed Sheeran,461495506,63.0,64344,224600,65566122,574322224,23.7,3345
Mr. Brightside,The Killers,2174022106,81.0,326294,95566,41707356,294739225,23.7,3346
Promiscuous,Nelly Furtado,1194124781,78.0,235618,1041808,255818121,1795501997,23.7,3348
Black Swan,BTS,459923962,64.0,28314,358089,106610222,535835122,23.7,3342
HOT,SEVENTEEN,210513394,67.0,16039,168012,137124191,797795448,23.7,3352
i'm yours,Isabel LaRosa,320296093,76.0,42685,5300,4801108,38533990,23.7,3361
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,1431126152,65.0,79665,52477,533633,1195592,23.7,3344
Kamar Teri Left Right Hale,Sandeep Surila,22148259,56.0,2293,2543,40007,477115,23.7,3357
The Thrill,Wiz Khalifa,362756358,72.0,123477,125196,39650616,374299600,23.7,3350
Yana Yana,Semicenk,141236846,65.0,15605,47407,2261769,60945277,23.7,3353
CIRCUS MAXIMUS,Travis Scott,90921914,64.0,34656,1115,253737,1606512,23.6,3366
What is Love,TWICE,442941122,67.0,37463,477246,138993009,995480226,23.6,3365
Pieces,Danilo Stankovic,5467217,39.0,2314,5119677,2672313847,28032695489,23.6,3367
Glue Song,beabadoobee,209167955,73.0,35685,149730,51782327,275970237,23.6,3379
Life in Rio,Slowboy,126698724,70.0,18316,5548,10658836,102518739,23.6,3370
Iï¿½ï¿½ï¿½m Not Here To Make Friends (feat. Calvin Harris & Jessie ,Sam Smith,146921991,61.0,18446,17397,15319975,351979940,23.6,3386
Help Me Help You (feat. Why Don't We),Logan Paul,82539441,45.0,6224,4511709,30197076,137325098,23.6,3377
Distraction,Polo G,103549505,55.0,45954,10162,2101769,21878255,23.6,3383
VIBE (feat. Jimin of BTS),TAEYANG,218831350,60.0,14013,236412,100972780,595970672,23.6,3372
Kï¿½ï¿½R,KAROL G,114323355,64.0,16398,388748,27314002,322572081,23.6,3369
back to the moon,Gunna,65374827,63.0,33151,8010,1144996,11013533,23.6,3373
Washing Machine Heart,Mitski,743015700,77.0,133098,199978,173568712,1004422009,23.6,3388
SAN BENEDETTO,Ron Gallo,53305,8.0,79,2,91,3074,23.6,3371
HACIENDO QUE ME AMAS,Bad Bunny,391087418,66.0,53386,6576,12303446,88351589,23.6,3384
Little Things,Jorja Smith,46615691,54.0,29693,250198,50398483,758814572,23.6,3380
Dead Man Walking,Brent Faiyaz,390893607,66.0,109900,29802,58116176,368523039,23.6,3382
Girls Need Love (with Drake) - Remix,Summer Walker,625999943,73.0,100418,356553,51219101,415561032,23.6,3375
Ball If I Want To,DaBaby,216934691,60.0,65171,245749,133687791,1016363322,23.5,3418
P*$$Y Fairy (OTW),Jhenï¿½ï¿½ ,188774618,63.0,39746,110353,13089939,91057232,23.5,3394
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,348372811,69.0,52893,25900,16462263,154007395,23.5,3398
Bellaquita,Dalex,207093355,55.0,33813,333046,52979754,534205330,23.5,3396
Limbo,Daddy Yankee,508914869,70.0,86239,55811,8937199,73318392,23.5,3400
Hayloft II,Mother Mother,216252006,70.0,55274,1195,345600,3837839,23.5,3408
Tormenta (feat. Bad Bunny),Gorillaz,197096592,62.0,36980,44998,23983331,327222300,23.5,3391
DJ Got Us Fallin' In Love,USHER,841183589,76.0,178587,27671,7733399,64589027,23.5,3402
DIE,Gazo,168211673,62.0,38142,380000,66718830,687903274,23.5,3393
Aullando,Wisin & Yandel,407025386,62.0,32596,41816,1175713,16922902,23.5,3403
El Incomprendido,Farruko,186233910,55.0,58393,51939,5919470,95822904,23.5,3412
23,Mike WiLL Made-It,339514083,63.0,62118,791577,18838361,164169789,23.5,3409
Swang,Rae Sremmurd,658051344,66.0,128507,310468,28258632,172756577,23.5,3405
Broke Boys,Drake,143220845,61.0,57819,8535,2306269,26577093,23.5,3399
SMOKE IT OFF!,Lumi Athena,185817317,69.0,28912,125310,30612777,237465039,23.5,3389
What They Want,Russ,569767392,68.0,102907,539686,137326889,1026583434,23.5,3404
Take Care,Drake,622498643,70.0,110679,23770,11732654,82945578,23.4,3431
A Sky Full of Stars,Coldplay,1490987063,81.0,203270,971368,157727782,1583375110,23.4,3421
Ramen & OJ,Joyner Lucas,260117606,63.0,92337,10100,1200633,12058693,23.4,3423
Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Ozuna,49549021,33.0,10601,1100000,183128923,3499011841,23.4,3427
Cool With You,NewJeans,165916276,70.0,17423,43015,13217486,92644726,23.4,3425
Shameless,Camila Cabello,524463179,76.0,59700,330599,142205855,1255373850,23.4,3419
New Freezer (feat. Kendrick Lamar),Rich The Kid,317302250,54.0,59316,169932,44327209,286048019,23.4,3424
Dembow,Danny Ocean,579189526,65.0,60397,84450,21202350,158504854,23.3,3441
WAKE UP!,MoonDeity,152307497,67.0,35409,20600,13109944,120806447,23.3,3435
Fast,Juice WRLD,392674468,62.0,73288,157773,6752332,39728302,23.3,3450
Come and See Me (feat. Drake),PARTYNEXTDOOR,609032900,66.0,93938,29280,6397249,38686929,23.3,3436
Myself,Bazzi,279105227,59.0,46745,5018008,375872882,4596936089,23.3,3443
LOCO,ITZY,259023338,63.0,21380,134789,161181653,909400567,23.3,3451
Life's A Mess (feat. Halsey),Juice WRLD,319737440,61.0,63731,8422,1394175,11172071,23.3,3442
Have Mercy,Chlï¿½,202781631,60.0,32888,673047,323827842,2410282562,23.3,3445
Bad Decisions (with BTS & Snoop Dogg),benny blanco,259730016,62.0,21452,168727,98491449,597069529,23.3,3449
Yebbaï¿½ï¿½ï¿½s Hear,Drake,349849639,71.0,81889,96428,61939371,352584596,23.3,3448
El Avioncito,Giblack,11569095,41.0,3147,2517500,382042979,5210740180,23.3,3447
Handle On You,Parker McCollum,103858433,63.0,17543,5710,2180810,32959012,23.3,3439
Tunnel Vision,Kodak Black,654828389,68.0,139540,122425,10413135,86649600,23.2,3477
White Tee (with NO1-NOAH),Summer Walker,277094824,63.0,75966,299390,71831644,537618525,23.2,3474
Too Easy,Gunna,133039977,54.0,69577,33573,29171201,241202185,23.2,3452
Walking On A Dream,Empire Of The Sun,923637058,74.0,248136,729463,158541861,1346152082,23.2,3476
Take Two,BTS,259288333,69.0,9472,432500,93022348,503776050,23.2,3461
You Know You Like It,DJ Snake,506083686,65.0,88997,22248,8081963,53859932,23.2,3465
Bom Diggy,Zack Knight,55362558,46.0,9861,75620,3354781,45939694,23.2,3464
Live Another Day,Kordhell,283108875,66.0,69176,115000,93038797,1067856594,23.2,3470
Ana Ghaltan,Bahaa Sultan,8316794,47.0,1342,173,15714,307818,23.2,3468
Sexo Virtual,Rauw Alejandro,293361823,66.0,61096,678500,156741590,1336043098,23.2,3460
"Nï¿½ï¿½o, Nï¿½",Mari Fernandez,158404124,51.0,19033,2418608,89218584,927182106,23.2,3469
ýý ýýýýýýýý ýýýýýýýýýý,Moreart,60358583,50.0,32582,3001121,650159397,8680132146,23.2,3475
Chasin' You,Morgan Wallen,609984789,74.0,66397,91600,18502723,142412314,23.2,3466
Ali Cabbar,Emir Can ï¿½ï¿½ï,63442980,58.0,10414,84400,3171710,108671025,23.2,3467
Clouds,BUNT.,149986283,63.0,48038,369,686653,13195696,23.2,3459
Let Your Boys Be Country,Jason Aldean,21485335,1.0,4032,7812,786980,9858141,23.2,3456
Solo Me Dejaste,Grupo Marca Registrada,175374235,66.0,19506,32800,18078777,146435027,23.2,3454
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,1060255231,71.0,88246,639780,19939783,196304893,23.2,3457
"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,509011250,67.0,72182,195726,94397647,685543612,23.2,3463
Talk Dirty (feat. 2 Chainz),Jason Derulo,718634962,65.0,116033,220691,63662766,429272415,23.1,3489
Nail Tech,Jack Harlow,224376030,56.0,65837,28152,15485348,205572867,23.1,3497
The Summoning,Sleep Token,135976140,69.0,41454,3074,1344946,14785534,23.1,3484
TROLLZ (with Nicki Minaj),6ix9ine,169376113,2.0,37282,481594,84039891,728033853,23.1,3481
Cover Me Up,Morgan Wallen,457252350,70.0,58811,152118,25018657,226942604,23.1,3499
Un Verano Sin Ti,Bad Bunny,360149048,69.0,49439,32000,21771827,154135701,23.1,3495
Heat,Gunna,174090982,55.0,34958,47184,2178301,26278533,23.1,3486
I Was Never There,The Weeknd,995463505,78.0,139596,32188,23839570,175752903,23.1,3488
Bar,TINI,231155441,54.0,33491,155,4004,72618,23.1,3487
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,YOUNGOHM,17745591,47.0,2837,583900,62524027,749416523,23.1,3498
Socadona (feat. Mr. Vegas),LUDMILLA,74338196,45.0,12229,2417878,167650207,2134165382,23.1,3493
Sial,Mahalini,324327622,75.0,13022,449308,131329737,1614389086,23.0,3525
Pelele,Morad,153262121,64.0,62043,360974,61225741,777095126,23.0,3508
CAROLINA,KAROL G,89487508,66.0,7595,896706,29472860,466245707,23.0,3517
Krippy Kush,Farruko,261207310,56.0,29638,236451,36410655,251282695,23.0,3500
Umbrella (with 21 Savage & Young Nudy),Metro Boomin,134971918,64.0,58239,5871,5401097,34056492,23.0,3521
Cuaderno,Dalex,415170963,63.0,57071,106464,10874942,72178937,23.0,3511
Paro - Speed Up,Nej,92866817,53.0,20834,3196641,483475908,6637149421,23.0,3512
"Burn, Burn, Burn",Zach Bryan,261905370,75.0,42715,12980,2406657,16825671,23.0,3501
Girl,Myke Towers,358885100,70.0,66574,256873,40681006,384081312,23.0,3523
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,973400151,74.0,172881,101201,14078490,83669477,23.0,3505
Headshot (feat. Polo G & Fivio Foreign),Lil Tjay,331506695,65.0,116321,24736,13454627,89324319,23.0,3502
LLYLM,ROSALï¿½,163400564,60.0,25380,14073,8297832,107127704,23.0,3513
Levels,Sidhu Moose Wala,146988095,59.0,16234,274492,4894124,69189680,23.0,3510
La player (Bandolera),Zion & Lennox,603009543,65.0,60339,25591,2655600,33166882,23.0,3520
Let's Love,Sia,222571023,57.0,44252,851690,20613081,221346418,23.0,3509
On My Mind,Diplo,287897439,60.0,146593,175051,126561681,855075576,22.9,3526
Vampiro,Matuï¿,250112783,67.0,37790,77011,12026795,81406851,22.9,3527
Delincuente,Tokischa,190095480,68.0,35863,358618,88295849,801557207,22.9,3541
Kernkraft 400 (A Better Day),Topic,171920896,65.0,41774,5176,2927375,51987916,22.9,3543
SORRY NOT SORRY,"Tyler, The Creator",98301770,63.0,40539,4786,2486105,19817648,22.9,3536
Bad (feat. Vassy) - Radio Edit,Showtek,602359731,62.0,109606,22696,7842088,95570279,22.9,3538
Fever,Dua Lipa,381166294,57.0,50838,1500542,51527633,728998950,22.9,3532
"Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,454467751,67.0,75230,2,2248,13072,22.9,3539
Hands up!,6arelyhuman,144555119,5.0,30542,160061,60350179,381921701,22.9,3533
Put Your Records On,Ritt Momney,600521313,65.0,79793,11463,10517561,79947183,22.8,3561
So Am I,Ava Max,570045987,66.0,57702,233355,26434189,218968895,22.8,3558
Slide,Calvin Harris,1044358962,69.0,165916,65020,31332915,323428098,22.8,3555
Feel Good Inc.,Gorillaz,1407382497,78.0,357484,337277,152628012,1396761942,22.8,3548
Me And My Broken Heart,Rixton,733931275,71.0,115255,293382,6037735,47138593,22.8,3563
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,332224927,58.0,90422,51790,29352131,210052450,22.8,3566
Lo Aprendï¿½ï¿½ de Ti - HA-ASH Primera Fila - Hecho Realidad [En V,Ha*Ash,296711145,67.0,17197,144200,3933137,78337323,22.8,3560
GIRL LIKE ME,Black Eyed Peas,529404392,62.0,74777,196204,74062960,583303862,22.8,3547
Blinding Lights - Instrumental,The Weeknd,5191059,32.0,1333,86612,34207191,490367040,22.8,3553
Here With Me,Marshmello,676451716,66.0,70317,330309,12206145,89270256,22.8,3564
Ain't Your Mama,Jennifer Lopez,478791369,63.0,58453,512763,28874189,281205271,22.8,3562
Rock My Body,R3HAB,155454907,73.0,26701,535,81509,2164944,22.8,3545
TWINNEM,Coi Leray,34116353,42.0,10084,2426688,716422698,6661617341,22.8,3557
Mood,Makar,86132200,55.0,50326,204570,22270479,397336191,22.8,3551
TU$$I (with Dei V),YOVNGCHIMI,94305899,72.0,11356,24000,8394951,73323706,22.8,3549
"Duki: Bzrp Music Sessions, Vol. 50",Bizarrap,158017957,62.0,35544,33800,25195709,227308261,22.8,3554
The Bones,Maren Morris,461420009,63.0,32656,46959,14368835,123888567,22.8,3556
Good News,Mac Miller,447761883,64.0,116525,95825,43407153,367511487,22.8,3567
Wiggle (feat. Snoop Dogg),Jason Derulo,458706557,58.0,72270,1969612,150122218,1599868506,22.8,3568
Evoque Prata,MC MENOR HR,224150665,58.0,33067,330044,15466674,279699428,22.7,3595
MIDDLE CHILD,PnB Rock,143152814,53.0,37044,21064,7419600,56902607,22.7,3590
Beat the Odds,Lil Tjay,115581471,60.0,49847,19042,11669063,93356963,22.7,3575
Barely Breathing,Grant Averill,1479227,22.0,616,3501522,290886962,5235190320,22.7,3582
All Around The World (La La La),R3HAB,654965766,68.0,124386,532715,150205415,1859282676,22.7,3571
"You're On Your Own, Kid",Taylor Swift,587555589,72.0,34908,77652,54962930,342958656,22.7,3585
ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý (My head is spinning like a screw),kostromin,116542329,8.0,41062,1844500,547119599,3964454629,22.7,3578
Already Rich,Yeat,156047755,70.0,31578,195434,26190022,273007809,22.7,3592
Bruises,Lewis Capaldi,1135588382,73.0,132498,119383,13112648,120059618,22.7,3570
exile (feat. Bon Iver),Taylor Swift,757789027,72.0,81489,177809,72512284,553360638,22.7,3572
THE GIRLS - BLACKPINK THE GAME OST,BLACKPINK,116539504,62.0,7964,30,204176,870565,22.7,3596
Love Sosa,Chief Keef,757522352,74.0,224483,186541,59591708,450672924,22.7,3586
Skibidi,Little Big,46872738,49.0,21343,552680,35154078,460636179,22.7,3577
I'm Geekin,DDG,76004507,60.0,24334,480208,182882813,1467434192,22.7,3584
Eres Mï¿½,Romeo Santos,562983225,73.0,52754,261129,33076170,314778494,22.7,3583
Sunrise,Morgan Wallen,104516305,67.0,16554,32776,2219054,23849216,22.7,3579
Yo Ya No Vuelvo Contigo - En Vivo,Grupo Firme,1969714,29.0,502,2322,547396,10405552,22.7,3587
Bella y Sensual,Romeo Santos,494373634,66.0,45589,48062,5427309,40949580,22.6,3611
Bertahan Terluka,Fabio Asher,171663870,4.0,10620,1446616,315673377,4039554717,22.6,3603
if looks could kill,Destroy Lonely,88771696,62.0,46086,3641,2217176,13785559,22.6,3618
Save Me The Trouble,Dan + Shay,28945482,52.0,3303,2424,90595,1916491,22.6,3616
Marisola - Remix,Cris Mj,325264193,70.0,47780,28194,7137722,83764776,22.6,3621
Trampoline,SHAED,229366200,55.0,37923,598075,72671267,815192203,22.6,3615
Alone (with Nicki Minaj),Kim Petras,79045342,55.0,18284,19430,9297727,105037367,22.6,3622
Godï¿½ï¿½ï¿½,Stray Kids,354643707,68.0,30447,147664,141180977,703479878,22.6,3600
Te Vi,Piso 21,752708868,70.0,62653,751220,59390273,427823320,22.6,3610
I Wanna Be Yours,Arctic Monkeys,2185240293,86.0,277753,2636,16502076,105020737,22.6,3597
Boyfriend,Justin Bieber,538918222,70.0,73149,260418,26028741,149188520,22.6,3614
Story of My Life,One Direction,1275036167,79.0,143693,330028,105141667,862277477,22.6,3607
Black Summer,Red Hot Chili Peppers,128264127,57.0,34856,4321,1049186,20590526,22.6,3606
Wish,Diler Kharkiya,10848948,45.0,1036,471,58718,1327611,22.6,3598
Let Me Love You,Mario,971172980,70.0,146441,158366,21655145,171491357,22.6,3608
Sofia,Alvaro Soler,353525330,65.0,59509,379396,17082677,151019644,22.6,3612
Ya Lili,Balti,54678867,46.0,18538,898905,35556332,816621236,22.6,3609
Those Eyes,New West,785139012,73.0,119530,114347,79425600,594352793,22.6,3613
Explï¿½ï¿½,Myke Towers,243931915,62.0,57909,38300,13056090,116038150,22.6,3619
Girl On Fire,Alicia Keys,646295324,71.0,96138,1767171,100602291,1264756176,22.6,3620
Like I Want You,Giveon,382565051,69.0,85310,62502,17799186,123745488,22.6,3623
Black Magic,Little Mix,642037328,67.0,56621,130256,33193688,290754721,22.5,3637
Budapest,George Ezra,1142061871,79.0,140545,13128,5175533,42711557,22.5,3646
Mi Tesoro (feat. Nicky Jam),Zion & Lennox,162240700,54.0,16013,6895858,72549539,1426765550,22.5,3631
ERE,juan karlos,117290821,62.0,8229,220671,17870184,201566991,22.5,3626
Alcohol-Free,TWICE,224295163,62.0,24906,154492,122614400,811061720,22.5,3634
Bad boy,Marwa Loud,228588822,63.0,55077,2331929,348414974,3551204518,22.5,3639
Voices In My Head,Falling In Reverse,122568479,68.0,33824,20900,2568996,33939631,22.5,3644
Hati-Hati di Jalan,Tulus,306652166,69.0,21841,371413,158047875,1719389454,22.5,3627
Algo Mï¿½ï¿½,Rauw Alejandro,304134537,64.0,57388,327887,43897868,279992648,22.5,3648
Quicksand,Morray,92536126,53.0,39798,17868,11967754,101473422,22.5,3642
Singapur,El Alfa,200520284,64.0,32859,619224,144110176,1255331962,22.5,3641
Just Dance,Lady Gaga,1062571821,74.0,183102,135610,86779845,623454990,22.5,3629
Tom's Diner,AnnenMayKantereit,296543065,68.0,117924,256438,262367607,2473547695,22.5,3640
La Jeepeta - Remix,Nio Garcia,672449007,64.0,89441,1264802,76708336,770493680,22.5,3625
Marvins Room,Drake,597923434,68.0,102247,27417,22548238,138482890,22.5,3624
The Motto,Drake,549699659,68.0,89323,2177,1966065,13825915,22.5,3630
Hot (feat. Gunna),Young Thug,387820994,64.0,84975,108794,43178104,366572254,22.5,3635
Skibidi Toilet,Lil Big Stack,8388731,55.0,1929,1182000,31867349,639301182,22.5,3636
moment,Vierre Cloud,383570519,71.0,111710,96178,50379871,332001686,22.5,3628
Heaven Takes You Home,Swedish House Mafia,248202976,71.0,55197,11712,2134589,36131031,22.5,3649
Razzi Bolja,Harjeet Deewana,14329936,51.0,1206,189,14251,249060,22.4,3664
"Tested, Approved & Trusted",Burna Boy,42115225,61.0,15081,171,694348,12150553,22.4,3658
GALOPA,PEDRO SAMPAIO,210287302,57.0,26385,352725,79097830,1043956869,22.4,3667
Reckless,Madison Beer,504851489,66.0,57183,175947,95616150,763454337,22.4,3670
BEST ON EARTH (feat. BIA) - Bonus,Russ,236121136,60.0,50891,40154,5254332,44773047,22.4,3665
Drunk (And I Don't Wanna Go Home),Elle King,198817832,61.0,29696,28163,5259924,88185708,22.4,3676
Overdrive,Post Malone,130236751,63.0,27992,21289,4910687,52127762,22.4,3669
Cuando Nadie Ve,Morat,621596476,72.0,41914,127773,13275748,84607917,22.4,3673
Freak (feat. REI AMI),Sub Urban,193103080,62.0,47712,1349437,175447722,1526797371,22.4,3652
Sugar Rush Ride,TOMORROW X TOGETHER,178523233,67.0,14560,144009,133503343,697618053,22.4,3672
Sakhiyaan,Maninder Buttar,177496669,65.0,14789,1109656,28941338,339486868,22.4,3668
Without You (feat. Sandro Cavazza),Avicii,1074175360,73.0,135290,180391,19770288,229614343,22.4,3662
Aynen,Heijan,66701855,57.0,12381,59853,1885010,52142540,22.4,3663
IDGAF,Dua Lipa,1583012380,71.0,108894,737796,18251968,135618240,22.4,3675
Maniac,Conan Gray,845222205,71.0,109624,196948,49175319,316355255,22.4,3653
Love Me Harder,Ariana Grande,917284463,73.0,80957,18522,2323429,18428812,22.4,3655
Si Supieras,Daddy Yankee,306404848,63.0,33666,410825,4557282,56631793,22.4,3677
Love Someone,Lukas Graham,753200066,63.0,76430,260432,16265262,192443386,22.4,3674
Heart On Ice,Rod Wave,320136804,62.0,70340,274439,65635809,415394142,22.4,3659
POP/STARS,K/DA,352999804,64.0,49066,2636,3122902,22307459,22.4,3650
Ring (feat. Kehlani),Cardi B,242105356,59.0,25649,129582,5433488,38979215,22.4,3671
Potion (with Dua Lipa & Young Thug),Calvin Harris,221965013,60.0,38872,569,256156,4096148,22.4,3657
NEW MAGIC WAND,"Tyler, The Creator",617991511,74.0,145653,98442,100573264,661984472,22.3,3703
Monster,LUM!X,324575469,66.0,84886,2636838,355125016,4875609910,22.3,3704
River (feat. Ed Sheeran),Eminem,830410811,67.0,95470,91490,5687706,33671145,22.3,3691
Churchill Downs (feat. Drake),Jack Harlow,153857576,61.0,59992,11005,8710165,72804876,22.3,3690
Wide Awake,Katy Perry,447997798,73.0,47976,53680,9846261,63097743,22.3,3681
Lush Life,Zara Larsson,1429205245,78.0,151855,1213204,40191496,323351717,22.3,3687
Wildberry Lillet,Nina Chuba,161145820,58.0,46697,121215,34317249,409238375,22.3,3694
Amapiano,Asake,68990989,63.0,21556,309111,16832048,240070262,22.3,3701
Hola Seï¿½ï¿½o,GIMS,208249257,58.0,42423,146449,5679661,111981041,22.3,3695
M.A (Mejores Amigos),BM,179475517,2.0,26160,95000,2496551,32565249,22.3,3697
Dream Girl - Remix,Ir Sais,289196126,64.0,56563,506354,90776240,758684528,22.3,3699
Me Enamorï¿,Shakira,388986035,61.0,32035,159489,11668787,138694370,22.3,3685
Geri Dï¿½ï¿½nem,Semicenk,111150894,67.0,11465,39900,852150,31451449,22.3,3702
on the street (with J. Cole),j-hope,183683364,63.0,21804,259000,146676533,803916984,22.3,3689
LOST FOREVER,Travis Scott,66878719,62.0,33290,661,684129,4277522,22.3,3683
What Ifs (feat. Lauren Alaina),Kane Brown,516523975,67.0,45773,82745,1643842,10506569,22.3,3696
SET ME FREE,TWICE,117186345,62.0,11752,133155,89151707,580855649,22.3,3705
Say Something,A Great Big World,1064534331,65.0,116991,79873,38617874,339277915,22.2,3714
You Belong With Me,Taylor Swift,643828366,66.0,87942,165346,72201064,428418832,22.2,3720
"Sex, Drugs, Etc.",Beach Weather,818926915,77.0,160628,124365,62671433,478999463,22.2,3731
Tchuco Nela,MC Rogerinho,154127881,72.0,14889,585700,74359518,1245591509,22.2,3727
Californication,Red Hot Chili Peppers,1405353677,79.0,276377,52722,16291854,226008149,22.2,3730
La Mordidita,Ricky Martin,301574752,61.0,35991,260012,30274438,236524309,22.2,3706
One in a Million,Bebe Rexha,109868838,70.0,17147,2428,385969,7034216,22.2,3734
Playing Games,Summer Walker,177369022,58.0,26786,76025,12315439,75387907,22.2,3737
Often,The Weeknd,982399328,73.0,142822,60212,29558322,191313816,22.2,3728
Better Things,aespa,72446983,60.0,7731,29345,39545448,325517526,22.2,3738
Swag Se Swagat,Neha Bhasin,22317486,50.0,4244,249200,2535364,48439256,22.2,3716
SEVILLA,Thrife,26054526,41.0,23652,1585725,76687884,769574589,22.2,3725
Chana Tera Shukriya,Tanveer Anjum,9015,6.0,4,1200000,2363999,55049957,22.2,3717
Inolvidable,Ovy On The Drums,256133319,65.0,38487,357700,35450027,341404786,22.2,3712
Zombie,Bad Wolves,391235723,6.0,77293,104019,14567512,193481131,22.2,3718
NI BIEN NI MAL,Bad Bunny,461199840,61.0,57617,789376,16239631,170750243,22.2,3735
MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,132811353,66.0,12970,516300,12432832,163703206,22.2,3721
My Heart Goes (La Di Da),Becky Hill,300361628,63.0,57447,3082,633965,11785929,22.2,3736
Candy Shop,50 Cent,954807024,75.0,219091,313458,56619292,950938614,22.2,3732
ONLY,LeeHi,335212411,71.0,50340,411400,224149612,1513137827,22.2,3724
Avalon,$uicideboy$,204669341,65.0,54797,17568,4312773,49284460,22.2,3723
Puro Campeï¿½,Grupo Marca Registrada,162996272,61.0,20521,265100,5676478,72517463,22.2,3708
Esperï¿½ï¿½n,Manuel Turizo,333106545,59.0,25970,81315,3138449,37754097,22.2,3729
Gas Pedal,Sage The Gemini,253903241,59.0,57350,101759,20788928,136052679,22.1,3751
"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",Tyler ICU,54611633,61.0,19814,575800,50987040,681526979,22.1,3747
DANCE CRIP,Trueno,265253887,61.0,50642,123504,81240604,704505804,22.1,3754
stellar,.diedlonely,44235866,66.0,6022,919217,181638749,1776006642,22.1,3742
En Tu Perra Vida,Grupo Firme,265126606,53.0,24857,35300,7194400,92652072,22.1,3740
Malibu,Miley Cyrus,810044838,68.0,87422,258494,158069295,1190522330,22.1,3763
Spinnin,Connor Price,164206429,63.0,49659,25200,18960431,182197234,22.1,3741
Baby Shark,Super Simple Songs,53980875,55.0,4005,490,10111,386999,22.1,3749
Coladin,Zï¿½ï¿½ Vaqu,68110254,62.0,5563,293100,10599831,175981880,22.1,3760
"Coca Cola (From ""Luka Chuppi"")",Tony Kakkar,84890640,59.0,8746,30600,496273,7092486,22.1,3757
Los Botones Azules,Junior H,409608018,70.0,35760,121400,26034148,274609855,22.1,3758
Dj Balada Boa X Pika Pika Kawenimeri,DJ USUP,302568,7.0,285,2957617,99826326,2026344214,22.1,3762
Joli bï¿½ï¿,Naza,131677140,57.0,35653,1502712,37799046,559416339,22.1,3755
Time of Our Lives,Pitbull,1283683926,79.0,203125,382535,88186338,590688494,22.1,3739
Blood // Water,grandson,658966178,68.0,132079,810429,139586105,1291420904,22.1,3745
